default,nw.ta,inc.na,cashp,pat.nw,contl.nw,fa.ta,inv.nw,nw.ce,debt.equity,current.r,debtr.turn,goods.turn,debt.ta
0,0.604265064,0.545441534,96.7,0.1786,0.1376,0.282954058,0.092846992,0.758397701,0.32,1.78,1.82,17.27,0.192500358
0,0.280276219,1.265515753,129.9,0.315,0.00532,0.473716012,0.022482291,0.377514243,1.65,1.03,5.7,13.22,0.462149331
0,0.609647228,1.134341253,28.7,0.0792,0.2789,0.093016559,0.210675484,0.753246753,0.33,1.53,6.32,17.27,0.199712023
0,0.108575683,1.124649615,53.6,-0.4495,1.647,0.201603013,0.640177491,0.170777074,4.86,1.31,5.98,10.45,0.527198669
0,0.453499079,0.974217311,48.9,0.1737,0.0533,0.377532228,0.002538071,0.493610624,1.03,2.17,3.68,9.63,0.465239411
0,0.569930609,1.064148034,69.5,0.1561,0.0371,0.194911334,0.022591991,0.837905237,0.19,2.03,6.93,10.82,0.110254433
0,0.999777778,0.004,18.85,0.0792,0.0533,0.207777778,0.434541009,1,0.79,5.766,1.312,17.27,0.220444444
0,0.319190052,1.936145186,148,0.5072,0.3443,0.020668795,0.000789681,1,0.79,1.04,3.92,17.27,0.083347337
0,0.281041793,1.64463096,248.9,0.60716,1.5819,0.501427706,0.025708128,0.346638207,1.88,3.03,11.68,155.79,0.275244441
0,0.983282675,0.169452888,1.7,0.0117,0.4235,0.012158055,0.251159196,1,0.79,5.766,65.526,17.27,0.753799392
0,0.509769757,1.416303671,76.9,0.1512,0.0273,0.335034225,0.012451172,0.804873256,0.24,2.26,5.82,22.14,0.123584319
0,0.754128107,2.561422609,50.6,0.0713,0.2233,0.201052441,0.020091434,1,0.79,2.19,21.25,114.25,0.180003629
0,0.246587859,0.93872423,120.4,0.0726,0.7795,0.620352921,0.006947661,0.259028194,2.86,1.39,21.39,30.25,0.647421621
0,0.236798014,0.974930189,109.2,0.1463,0.984,0.285634502,0.014412998,0.352484759,1.84,1.75,3.29,67.78,0.434998449
0,0.248987247,0.431657914,-1,0.60716,0.00532,0.227756939,0.479059958,0.511323371,0.96,3.62,1.312,74.35,0.23795949
0,0.70922262,0.418367347,60.4,0.0274,0.00532,0.563171834,0.005271829,0.858071812,0.17,0.41,22.88,20.46,0.117307992
0,0.595093838,0.335155904,75.1,0.159,0.00532,0.179104478,0.024832381,0.999751738,0.79,1.14,65.47,5.62,0.001182208
0,0.585918663,0.756630767,106.9,0.3448,0.0283,0.227776885,0.022908093,1,0.79,1.78,4.9,17.27,0.159459894
0,0.26755108,1.371066137,135.2,0.0792,0.00532,0.05083761,0.035468693,0.408606921,1.45,1.14,6.32,17.27,0.387237339
0,0.434990639,1.574682754,114.6,0.2516,0.1322,0.269502808,0.019966523,0.987252125,0.03,1.22,9.59,149.71,0.005616809
0,0.476846576,0.846886978,14.7,0.0059,0.134,0.714907283,0.066478384,0.88964051,0.12,0.39,10.19,21.6,0.058531027
0,0.378265934,0.963637877,172.5,0.246,0.0939,0.288567149,0.018367796,0.627900552,0.59,0.79,8.56,28.31,0.099350974
0,0.770975556,1.075754239,63,0.1645,0.0203,0.360493283,0.023850328,0.942903313,0.06,3.7,8.97,137.51,0.046685752
0,0.206049666,1.041297451,136.2,0.134,0.0287,0.306859206,0.185824263,0.370439571,1.7,0.86,3.43,84.95,0.350180505
0,0.487538597,0.964490516,25,-0.0034,0.0533,0.235443317,0.030988464,0.719212624,0.39,1.56,4.01,62.48,0.190339656
0,0.340568447,0.546241812,2.2,-0.069,0.451,0.349561452,0.146373268,0.440637794,1.27,1.52,1.87,6.15,0.43233041
0,0.189518166,0.476643241,81.3,0.1517,0.0548,0.105461394,0.029326224,0.229438915,3.36,1.2,6.12,10.35,0.636488907
0,0.318878541,1.108653473,91.2,0.0993,0.8047,0.635816841,0.025403103,0.436462621,1.29,1.07,9.16,66.51,0.411719053
0,0.327653997,0.871628613,106.5,0.0398,0.28,0.422708147,0.000210526,0.39172027,1.55,1.51,4.94,4.52,0.508794923
0,0.268693991,3.711473483,86.7,0.2158,0.0156,0.188555898,0.044286495,0.944243676,0.06,0.87,65.526,44.82,0.01586602
0,0.576761905,1.534349206,72.9,0.0261,0.0828,0.488,0.018383972,0.952800503,0.05,0.72,28.77,18.81,0.028571429
0,0.782006281,0.412155921,48.9,0.1147,0.0533,0.064843894,0.660524451,0.892284992,0.12,1.07,10.06,9.56,0.094402365
0,0.328186386,1.171950662,116.9,0.2247,0.235,0.28241206,0.000278396,0.569255151,0.76,0.86,9.15,6.12,0.248332572
0,0.563917269,1.074881635,56.3,0.0869,0.00532,0.10428607,0.018448962,1,0.79,1.19,4.45,10.13,0.123598306
0,0.484148088,0.593066067,34,0.0259,0.0564,0.311720188,0.004013519,0.645398773,0.55,0.84,6.68,7.57,0.266005318
0,0.336920254,1.102852853,82.4,0.0859,0.0533,0.577077077,0.003713791,0.481865903,1.08,1.9,7.52,74.07,0.362278946
0,0.456472197,0.437443026,57.5,0.1448,0.1181,0.400524157,0.020843734,0.494018991,1.02,0.66,8.01,2.38,0.424794895
0,0.347547449,1.098348533,96.7,0.2314,0.1894,0.500123244,0.029609929,0.584092792,0.71,1.09,6.76,4.78,0.247473503
0,0.504699009,0.701422403,10.6,-0.036,0.2557,0.459359919,0.027679919,0.723334547,0.38,1.47,2.75,9.49,0.193040386
0,0.705204975,0.67603255,73.9,0.1375,0.0357,0.126055581,0.018179839,1,0.79,2.37,12.36,16.39,0.152310763
0,0.47373304,2.186014148,163.7,0.281,0.8127,0.314275774,0.037209302,0.836233367,0.2,0.91,14.25,21.27,0.092775136
0,0.86571683,1.291896705,63.6,0.0285,0.4841,0.227426536,0.0162518,1,0.79,3.54,4.98,14.29,0.176669635
0,0.255475217,0.617206329,164.1,0.5627,0.0533,0.469873205,0.035274815,0.273563734,2.66,2.09,7.29,19.16,0.584093052
0,0.240009629,0.35748676,40.5,0.3917,0.0533,0.469427058,0.083751254,0.280686937,2.56,1.27,2.7,305.334,0.615069812
0,0.271627423,0.750552881,157.2,0.2127,0.2359,0.402497723,0.010057471,0.399311532,1.5,1.23,3.27,105.38,0.408611942
0,0.402977465,1.405832569,151.4,0.3675,0.0552,0.266034465,0.04832996,0.580920182,0.72,0.99,4.91,42.92,0.290710717
0,0.40571477,0.74809225,27.8,0.0792,0.0203,0.13422079,0.003761755,0.46116037,1.17,1.84,6.32,17.27,0.474054604
0,0.286006445,1.710585027,175.8,0.3871,1.1155,0.067550818,0.018093174,0.48188368,1.08,2.25,14.12,5.38,0.307511155
0,0.136460012,0.849093942,117.2,-0.62036,0.2861,0.108953156,0.03646157,0.256033523,2.91,1.27,5.28,21.81,0.341475136
0,0.459347807,1.040432451,40.6,-0.0067,0.0425,0.475696581,0.015977803,0.671204726,0.49,1.32,4.35,18.15,0.225015382
0,0.420778287,2.046823043,112.1,0.0929,0.2493,0.325334771,0.024134985,0.684803276,0.46,1.38,6.03,11.9,0.193673048
0,0.387828778,1.225889634,82.2,0.3203,0.8098,0.190046416,0.027759309,0.608291203,0.64,1.26,5.84,18.74,0.249742135
0,0.483781745,0.635152125,25.3,0.0792,0.2017,0.476238371,0.080561331,0.566048838,0.77,1.72,6.32,17.27,0.370882575
0,0.517180708,0.854377976,137,0.2131,0.3164,0.386565928,0.029817891,0.687629008,0.45,1.26,7.35,16.48,0.234941006
0,0.600177174,0.883508047,95.9,0.1301,1.3619,0.238151484,0.020541205,0.680220884,0.47,2.02,15.78,27.01,0.282149712
0,0.213111675,0.976425284,220.3,0.2553,0.1657,0.478162863,0.01101807,0.283784629,2.52,1.05,7.28,21.63,0.537851038
0,0.884014739,1.957185471,73.4,0.0792,0.1868,0.398841902,0.001786423,0.909714698,0.1,4.04,6.32,17.27,0.08773469
0,0.631535183,1.034299969,93.1,0.079,0.3076,0.440078994,0.013742594,0.885456135,0.13,1.08,9.55,17.06,0.081696289
0,0.7387471,0.80479505,46.6,0.0792,0.0335,0.170146945,0.363065327,0.834965035,0.2,1.34,6.32,17.27,0.146017015
0,0.614696943,1.588414089,120.3,0.3582,0.0105,0.200429108,0.002036067,0.963835156,0.04,2.1,11.75,52.98,0.023064545
0,0.751766652,1.439933845,52.2,0.0261,0.009,0.322056834,0.1016,0.949126803,0.05,2.73,4.61,16.75,0.040294693
0,0.366758784,1.375838926,82.3,0.3691,0.0161,0.472562179,0.044940797,0.443860487,1.25,1.28,7.97,18.92,0.459534149
0,0.440121845,1.354917319,292.2,0.3598,0.0864,0.488598782,0.000197746,0.685323215,0.46,1.12,5.71,91.71,0.202088773
0,0.380934752,2.859509486,200.8,0.2893,0.0899,0.390189727,0.413994169,0.722358722,0.38,0.34,53.9,105.28,0.146413697
0,0.498292423,0.550053362,3.7,-0.0041,0.0533,0.027748132,0.017883915,0.547940383,0.83,1.62,10.17,34.89,0.411099253
0,0.25585926,1.950410296,103.2,0.2044,0.8387,0.302024913,0.01545916,0.409369982,1.44,1.03,11.02,18.48,0.351437511
0,0.280863749,0.904464156,91.6,0.1643,0.0533,0.159153701,0.001812063,0.494685619,1.02,1.37,2.45,17.27,0.26508652
0,0.341545273,0.720936875,115.1,0.1123,0.4207,0.381319623,0.505540456,0.37192846,1.69,1.03,6.16,25.22,0.576763782
0,0.652945797,1.186959937,118.1,0.2427,0.218,0.6,0.030798845,0.701553005,0.43,1.25,64.3,5.41,0.277769049
0,0.543684279,1.455666623,-18,-0.1037,0.0096,0.233545372,0.019937918,0.687910644,0.45,3.29,8.82,21.45,0.246657147
0,0.335211886,1.193515333,128.1,0.1583,0.419,0.514162336,0.018231441,0.451453918,1.22,0.89,6.38,20.9,0.407304399
0,0.223436323,0.475508666,-18,-0.2852,0.2524,0.493134053,0.04759228,0.337763433,1.96,0.82,2.17,16.78,0.419241397
0,0.175344189,0.317422601,-18,-0.3365,0.0343,0.938360472,0.000398565,0.18383646,4.44,0.31,6.32,305.334,0.743518066
0,0.218447574,2.116865781,257,0.60716,0.4989,0.114730027,0.00030553,0.447375615,1.24,1.57,5.01,23.75,0.062937996
0,0.380296012,1.224494407,54.9,0.0427,1.3259,0.426957406,0.121806298,0.534370535,0.87,0.94,7.07,15.26,0.331374986
0,0.373292595,0.773544213,116.9,0.11,0.3804,0.464683681,0.020101107,0.508632301,0.97,1.15,8.81,18.49,0.360621855
0,0.484308992,0.566787367,148.9,0.0792,0.0968,0.659122913,0.017341641,0.666897507,0.5,0.58,6.32,17.27,0.241903038
0,0.161237249,1.543881916,232.4,0.2318,0.5615,0.387298453,0.150145773,0.190006647,4.26,1.64,28.04,3.51,0.687350162
0,0.307456588,0.810010215,126.6,0.2041,0.1871,0.210968806,0.020444672,0.401704137,1.49,1.31,4.19,15.12,0.457924098
0,0.66933435,1.141387195,47.3,0.0431,0.019,0.408917683,0.001328525,0.928785475,0.08,2.53,7.55,14.1,0.051321138
0,0.98904006,0.02324263,0.7,-0.0015,0.0533,0.032879819,0.955674436,0.993923281,0.03,1.98,1.62,7.61,0.006046863
0,0.419326436,1.231785164,132.4,0.2815,0.6793,0.174664319,0.02191601,0.702433628,0.42,1.64,2.45,10.99,0.177635923
0,0.145787193,0.656138662,132.6,0.1186,0.07,0.548964853,0.000660502,0.175424367,4.7,0.97,26.02,2.192,0.682859894
0,0.257482309,1.096344868,311.8,0.60716,0.2895,0.499123547,0.021053959,0.337044276,1.97,2.04,9.91,15.42,0.24677011
0,0.442749317,1.479685242,184.7,0.60716,0.0406,0.376425245,0.07508161,0.560821806,0.78,1.14,15.77,17.85,0.346715915
0,0.594430561,2.361299536,234,0.60716,0.0533,0.159228847,0.153153153,0.641000962,0.56,1.86,9.71,29.96,0.332916815
0,0.284383819,0.782784572,45.7,0.0674,0.00532,0.373847601,0.027621568,0.358855651,1.79,0.8,10.31,24.44,0.50809031
0,0.474982865,3.242403473,33.7,0.1666,0.077,0.161069225,0.057720058,0.875,0.14,1.33,8.74,88.94,0.067854695
0,0.936001712,0.781678082,91.2,0.2374,0.2701,0.004066781,0.800365882,1,0.79,3.32,12.93,5.47,0.212328767
0,0.434799191,1.190205576,301.1,0.0474,0.5527,0.633395629,0.195964912,0.520833333,0.92,0.97,13.29,18.18,0.352187345
0,0.270093741,3.106078016,345.6,0.2329,0.558,0.616691866,0.052843708,0.446020174,1.24,0.76,24.11,305.334,0.335470215
0,0.478703916,1.874284406,38.1,0.1103,0.7214,0.345431646,0.078928486,0.687664474,0.45,1.13,19.13,37.67,0.176207923
0,0.498135322,0.668087373,67,0.0926,0.0883,0.363558871,0.262032086,0.71221816,0.4,1.53,10.18,6.33,0.201278636
0,0.29317852,1.959031535,-18,-0.0987,0.4347,0.06993007,0.135463546,0.772869565,0.29,1.37,4.3,7.73,0.086159124
0,0.42509619,1.405113566,37.4,0.0384,0.5527,0.33325059,0.089343066,0.669075991,0.49,1.35,7.78,8.06,0.210251955
0,0.416699854,0.176423736,6,-0.0303,0.367,0.178016726,0.144632048,0.522731057,0.91,0.74,2.15,10.03,0.380459312
0,0.494583489,0.906705267,42.8,0.0945,1.0559,0.365707882,0.354796073,0.514324561,0.94,2.47,4.29,6.43,0.467033993
0,0.392117664,0.763244324,134.7,0.0937,0.2076,0.615307725,0.015203933,0.503160788,0.99,0.94,23.42,13.69,0.387191204
0,0.658225542,0.580980142,62.4,0.1395,0.0533,0.48715613,0.023110988,0.694540561,0.44,2.1,3.86,2.88,0.289488067
0,0.318992893,1.824436716,248.7,0.5996,0.895,0.156661122,0.271154302,1,0.79,0.88,10.43,271.63,0.07500378
0,0.213106503,1.135796255,119.4,0.1771,0.1408,0.04293336,0.009919698,0.506398756,0.97,1.12,1.66,65.29,0.207720958
0,0.217705778,0.576135691,183.7,0.1129,0.0404,0.352846629,0.01884593,0.268688662,2.72,1.21,3.81,6.1,0.52402504
0,0.220433582,1.200047001,250.6,0.3652,0.2489,0.497679337,0.022254797,0.288504421,2.47,1.29,7.27,11.71,0.40244404
0,0.206787147,1.015801425,489.5,0.60716,0.9185,0.508445053,0.012560168,0.273636551,2.65,1.25,9.23,13.53,0.548912874
0,0.727381666,2.051647693,19.8,0.0041,0.3194,0.154583583,0.01383855,0.937162266,0.07,1.71,10.74,18.42,0.04877172
0,0.245854019,1.940688708,113.1,0.1664,0.0617,0.229217281,0.017937701,0.3971843,1.52,1.07,12.53,6.83,0.37313827
0,0.393258427,1.125053607,105.2,0.1493,0.0665,0.478600223,0.019411123,0.556364519,0.8,1.1,5.71,13.88,0.313577494
0,0.253225423,1.634658415,200.9,0.2058,0.2687,0.439704832,0.025192705,0.415417057,1.41,1.23,10.2,8.66,0.356343728
0,0.706928839,3.247815231,102.2,0.2312,0.0397,0.152933833,0.006401766,1,0.79,4.34,42.08,62.03,0.154806492
0,0.374285982,1.045322596,115.6,0.0103,0.4771,0.332053563,0.020890668,0.520374951,0.92,1.04,11.64,24.57,0.298998034
0,0.352134146,1.565984321,-2,-0.076,0.0533,0.231489547,0.040197897,0.630655226,0.59,1.19,4.12,10.82,0.206228223
0,0.973900075,2.440529456,76.8,0.1547,0.0151,0.079977629,0.537710567,1,0.79,5.766,16.32,19.09,0.184936614
0,0.309672292,1.701393984,111.1,0.2193,0.5137,0.175287356,0.014412636,0.560225639,0.78,1.16,8.53,4.72,0.24309122
0,0.454677737,0.833433194,47.2,0.0611,0.00532,0.108961739,0.198795181,0.65322184,0.53,1.3,2.61,8.98,0.241376359
0,0.543122461,0.419965177,54.7,0.1097,0.1086,0.241903656,0.017845694,1,0.79,1.08,11.45,4.83,0.115147998
0,0.584002471,2.109326745,237.3,0.60716,0.0309,0.035206918,0.022078265,1,0.79,1.58,21.98,4.69,0.153180976
0,0.47208783,1.174544101,61.9,0.2141,0.0142,0.509304057,0.032912889,0.637757667,0.57,0.96,8.38,66.06,0.26814291
0,0.659847693,1.059429595,67.5,0.1389,0.0333,0.124832014,0.452138493,0.794927145,0.26,2.17,7.62,17.96,0.170225474
0,0.769384835,0.981402003,41.9,0.0401,0.0199,0.423891273,0.212346597,1,0.79,1.22,65.526,15.72,0.141917024
0,0.393916234,0.838581474,96.6,0.055,0.2515,0.629394681,0.016201009,0.438190784,1.28,1.29,20.64,36.99,0.505044329
0,0.390011303,1.219412263,41.4,0.0485,0.0533,0.226123199,0.015124072,0.567478672,0.76,1.54,6.05,2.74,0.297259113
0,0.261507975,0.705486795,167.2,0.1458,0.6419,0.468667771,0.386583851,0.307205007,2.26,0.8,5.83,16.97,0.557255628
0,0.337257012,1.152081792,113.3,0.1323,0.4693,0.264612901,0.144994017,0.549118388,0.82,1.25,6.41,8.35,0.276922042
0,0.743607113,0.694326842,71.1,0.1706,0.0533,0.016596105,0.019016169,0.957897033,0.04,3.67,3.25,4.33,0.032684166
0,0.309880722,1.263781431,160.8,0.3624,0.5493,0.564635719,0.195838752,0.341443921,1.93,0.76,19.73,25.02,0.592601547
0,0.226732673,1.000904003,118.2,0.0936,0.2237,0.338958244,0.000189861,0.313866873,2.19,1.34,4.74,52.11,0.495652174
0,0.286821705,1.130852713,95.2,0.165,0.3438,0.433100775,0.074324324,0.36101083,1.77,1,10.88,16.35,0.507674419
0,0.233930626,1.097484794,97.3,0.1299,0.4975,0.455422215,0.006324666,0.391867083,1.55,1.05,11.05,6.74,0.308236068
0,0.762626263,1.581349206,154.5,0.3707,0.0433,0.123556999,0.01679281,0.999290948,0.79,3.51,4.29,106.67,0.001443001
0,0.451692079,1.284789885,112.2,0.0833,0.2938,0.266269989,0.005927877,0.79447933,0.26,0.82,4.83,28.05,0.116846411
0,0.839548409,1.102121108,181,0.3781,0.1628,0.46955183,0.109209454,0.977494523,0.03,3.75,7.27,191.09,0.019329456
0,0.277408463,1.328426717,50.2,0.0874,0.0723,0.0705392,0.015880563,0.6875,0.45,0.84,24.4,4.51,0.126094756
0,0.356452023,2.119368796,71.8,0.2642,0.5787,0.198778315,0.000357015,0.486200312,1.06,1.62,6.48,16.29,0.37668618
0,0.710616204,1.509495833,146.4,0.2868,0.1271,0.25440634,0.479715439,0.943577649,0.06,1.41,8.83,15.02,0.042492144
0,0.571081409,1.498729703,215.1,-0.0556,0.1642,0.188114437,0.355125725,0.991180982,0.03,1.17,5.43,27.59,0.005081189
0,0.642615134,0.896850295,166.6,0.3201,0.033,0.271928724,0.556922476,0.899367756,0.11,0.79,10.25,17.62,0.071903627
0,0.874854346,1.209275227,53.6,-0.0098,0.0405,0.328594733,0.25839105,0.978113601,0.03,2.35,9.8,164.48,0.019575856
0,0.466637782,2.319649047,194.8,0.5404,0.2461,0.49415078,0.019382544,0.629088785,0.59,1.61,14.39,246.8,0.275129983
0,0.494934211,1.214802632,-18,-0.43,0.5263,0.114802632,0.011099295,0.638679005,0.57,1.57,12.56,31.15,0.28
0,0.444808232,0.998674774,80.1,0.60716,0.2508,0.277673838,0.130739572,0.671136203,0.49,1.03,3.05,22,0.217960711
0,0.550782043,0.655189925,104.5,0.1655,0.2419,0.337700589,0.000553199,0.780737115,0.28,0.64,11.48,38.11,0.154682104
0,0.170351694,0.821340833,412.6,0.60716,0.5512,0.405159038,0.011574953,0.649254651,0.54,0.66,37.7,2.192,0.092028704
0,0.242957515,0.914242564,95.5,0.1142,0.1419,0.19574496,0.103783784,0.342783028,1.92,1.46,4.43,4.95,0.465821787
0,0.410597944,1.564572173,122.7,0.1094,0.3445,0.536122774,0.000881523,0.504895852,0.98,1.68,11.86,20.1,0.402635008
0,0.142941142,1.071852767,121.9,0.1745,2.17464,0.289086847,0.248046072,0.175062111,4.71,1.3,3.25,5.71,0.593461516
0,0.240077589,1.053715309,44.4,0.0598,0.4508,0.144484234,0.000828672,0.299089163,2.34,0.83,5.94,6.7,0.562618124
0,0.357910156,1.654366629,155.3,0.1316,0.0793,0.532575335,0.001169363,0.467815463,1.14,1.21,13.38,21.53,0.407156808
0,0.256309148,0.109621451,-8.4,-0.1329,0.0403,0.722555205,0.025692308,0.281629116,2.55,1.13,6.08,13.25,0.653785489
0,0.599355308,1.498180306,186.6,0.2789,0.2358,0.364458771,0.014486468,0.976121931,0.03,1.8,3.18,45.44,0.014661537
0,0.233414329,0.777262352,87.6,0.0751,0.5744,0.421103012,0.012302839,0.296705354,2.37,1.2,35.83,2.45,0.553272955
0,0.186392544,1.126434943,170,0.0836,0.8187,0.491420343,0.003004292,0.234123794,3.27,1.2,12.36,8.11,0.609735611
0,0.581560284,1.912800837,47.4,0.0683,0.2829,0.15940007,0.016693323,0.8286945,0.21,1.48,9.18,22.4,0.120218579
0,0.22427129,1.300247666,56.9,0.0533,0.0119,0.098380644,0.275229358,0.636530767,0.57,1.15,2.64,66.56,0.128062488
0,0.445117447,1.405894519,108.7,0.1068,0.0403,0.227581622,0.054762695,0.509038689,0.96,1.28,3.9,38.13,0.42931009
0,0.375105604,1.194452267,240.2,0.1028,0.0107,0.508941143,0.039414414,0.427128427,1.34,1.56,5.42,23.45,0.503097719
0,0.395671835,2.186111111,86.7,0.031,0.0498,0.219638243,0.002122449,0.620756056,0.61,1.22,6.17,21.54,0.241731266
0,0.451335878,1.507236005,111.3,0.0926,0.3839,0.26240458,0.001937984,0.514596555,0.94,1.7,5.06,62.88,0.425731552
0,0.6,0.955108359,23.1,0.0371,0.0175,0.485139319,0.17750258,0.663244353,0.51,1.15,10.68,4.81,0.304643963
0,0.365257774,1.688181451,98.5,0.0792,0.3355,0.144568583,0.015386033,0.56006192,0.79,1.14,6.32,17.27,0.286916139
0,0.311039411,0.744685342,178.1,0.0362,0.2555,0.618580949,0.151623849,0.386025972,1.59,1.14,32.79,7.98,0.494707958
0,0.489309079,0.354954524,19.4,0.0934,0.00532,0.18597415,0.006522094,0.663385614,0.51,1.4,2.31,5.98,0.248284666
0,0.170367366,1.312210619,253.1,0.016,0.7683,0.368413938,0.279904781,0.192824083,4.19,1.19,5.72,74.48,0.659400453
0,0.25078623,2.442583935,245.2,0.2531,1.0993,0.276838079,0.56770039,0.648532806,0.54,0.91,10.86,24.53,0.135911602
0,0.50100148,2.053296177,150.1,0.2034,0.5279,0.377862928,0.047453503,0.536810675,0.86,1.64,5.09,25.33,0.432291213
0,0.247649551,0.960481455,207.8,0.2399,0.466,0.503564418,0.00104297,0.295779862,2.38,1.35,11.29,115.24,0.521438165
0,0.29957184,3.868954868,183.1,0.4736,0.3402,0.125008774,0.019564199,0.429030961,1.33,1.72,28.53,66.18,0.398680424
0,0.148733556,1.184468879,215.5,0.5055,0.0533,0.472216768,0.000330033,0.247791953,3.04,0.89,32.27,8.69,0.447329668
0,0.311787422,1.232346451,98.7,0.2853,0.1359,0.338819419,0.024624005,0.362363753,1.76,1.11,4.48,10.57,0.548639206
0,0.73441698,1.616200967,136.6,0.2421,0.077,0.215475551,0.006219133,1,0.79,3.39,6.76,9.41,0.133261687
0,0.412009378,1.230280572,259.9,0.1898,0.3383,0.441200938,0.005690162,0.509111298,0.96,1.49,13.76,10.41,0.397262346
0,0.192938029,1.386544985,137.3,0.2298,1.3113,0.268383583,0.002228826,0.405543839,1.47,1.1,4.93,158.11,0.282813321
0,0.497332818,0.961345187,56.8,0.0545,0.3735,0.256667955,0.094357221,0.683198811,0.46,1.61,13.41,5.58,0.230614612
0,0.796418185,0.257615184,16.8,0.0299,0.1024,0.252716975,0.000192197,1,0.79,3.13,16.91,2.192,0.151844482
0,0.597870974,1.326420116,86.9,0.1382,0.055,0.219968799,0.05771297,0.827406655,0.21,2.06,5.56,13.03,0.124713224
0,0.842208796,1.147815091,55.3,0.0807,0.0117,0.10032317,0.02952953,1,0.79,5.29,8.83,9.15,0.139384572
0,0.28736102,3.598675605,202.4,0.60716,0.0533,0.111674297,0.000853485,0.478687185,1.09,1.36,9.55,32.56,0.31294964
0,0.27666019,1.154474797,107.8,0.126,0.7356,0.442221968,0.866143359,0.443680689,1.25,0.31,64.43,77.8,0.346896788
0,0.376528117,0.948859006,208.1,0.3029,0.8326,0.199062755,0.755050505,0.531441718,0.88,1.12,3.9,35.43,0.331975007
0,0.398720401,1.368841105,61,0.0792,0.00532,0.010355517,0.097601323,0.417991979,1.39,1.5,6.32,17.27,0.535057054
0,0.565764771,2.06051905,97.6,0.1687,0.0137,0.118387631,0.010735897,0.838324333,0.19,2.06,7.05,4.58,0.109110988
0,0.254212249,1.017687455,221.2,0.0636,0.0964,0.472770103,0.013114497,0.417782152,1.39,1.01,5.62,11.28,0.334304879
0,0.467709041,1.365312712,142.2,0.1966,0.0274,0.522348742,0.00962936,0.631699759,0.58,1.47,4.33,48.62,0.272688647
0,0.625324028,0.638384845,55.5,0.074,0.00532,0.307477567,0.655293367,0.716227018,0.4,0.76,12.94,4.6,0.24775673
0,0.334970427,1.28543515,151.4,0.088,0.5537,0.39079003,0.211256503,0.466362767,1.14,1.25,5.9,10.65,0.356886354
0,0.259988214,0.640227853,105.3,-0.0178,0.74,0.60062856,0.031882744,0.342050858,1.92,1.17,4.69,10.64,0.500098213
0,0.157961566,0.611896564,321.5,0.0359,0.0458,0.694088345,0.003400835,0.193364221,4.17,0.85,11.47,11.24,0.658950504
0,0.505829724,0.996097654,392.3,0.3996,0.2424,0.334887927,0.495813341,0.556637863,0.8,1.02,8.57,32.67,0.402893447
0,0.468156504,2.138440668,96.9,0.0805,0.1551,0.271455091,0.000305018,0.526708973,0.9,1.7,7.58,9.28,0.402541768
0,0.385828473,2.056455678,58.2,0.0926,0.00532,0.19860301,0.015584173,0.491559633,1.03,1.24,5.57,78.74,0.399078275
0,0.619674918,2.281950494,103.4,0.1391,0.0501,0.177414214,0.005314589,0.779917101,0.28,2.92,7.65,39.43,0.174864549
0,0.438733252,1.375558262,88.5,0.1655,0.0428,0.143158749,0.015454377,0.866976893,0.15,1.29,4.21,119.42,0.067316281
0,0.599012346,0.879703704,144.2,0.2193,0.6214,0.428444444,0.21797197,0.821148118,0.22,2.6,4.13,39.3,0.130469136
0,0.233591699,0.815851981,211.1,0.4544,0.3064,0.408676085,0.166711266,0.306864838,2.26,0.73,7.48,8,0.527628454
0,0.497654621,1.175208478,85.8,0.1483,0.00532,0.14671647,0.283819166,0.827053559,0.21,1.77,4.88,41.33,0.104065323
0,0.158658746,0.909945067,97.3,-0.1203,1.0769,0.404364793,0.013081623,0.234772694,3.26,1.22,7.69,6.38,0.517138525
0,0.521328768,1.210881836,118.8,0.152,0.0366,0.255297492,0.692403266,0.769251775,0.3,0.81,11.9,48.91,0.156380124
0,0.260709677,1.475483871,171.5,0.4033,0.6333,0.325612903,0.000247463,0.311373093,2.21,0.85,18.5,22.99,0.536451613
0,0.267144478,1.515468702,165.8,0.246,0.3403,0.152521398,0.349739433,0.413355673,1.42,1.01,8.5,4.48,0.379137878
0,0.376375428,1.541426802,243.1,0.49,0.0275,0.161043504,0.016166505,0.599396542,0.67,2.23,3.72,15,0.251548495
0,0.436253776,1.327358174,80.5,0.0504,0.2636,0.312655253,0.000923361,0.674906523,0.48,1.1,6.12,4.01,0.21013763
0,0.634787291,1.10726979,122.5,0.0792,0.0199,0.438664513,0.014166949,0.75506021,0.32,2.71,6.32,17.27,0.205923533
0,0.476534296,1.317488969,98.5,0.159,0.1671,0.408945046,0.259259259,0.589505024,0.7,1.21,9.83,34.8,0.331829122
0,0.606041999,1.479430185,13.6,0.0196,0.0817,0.084366941,0.169199595,0.782091918,0.28,1.75,3.48,16.28,0.168856687
0,0.37109855,1.493241583,254.2,0.3378,0.4086,0.49606783,0.013824503,0.449672424,1.22,1.47,11.9,25.99,0.454165643
0,0.111917836,2.024481456,153.5,0.1076,0.0548,0.149844026,0.040912795,0.337533011,1.96,0.46,39.06,9.81,0.219658135
0,0.129386437,0.373735199,-9.6,0.0776,0.8965,0.066953714,1.217230542,0.227824109,3.39,1.46,1.312,78.88,0.43853606
